PastQuesId,PastQuesTitle,PastQuesBody,PastQuesTags
3913,"['look', 'easier', 'skype', 'video', 'chat', 'altern']","['softwar', 'easier', 'us', 'skype', 'video', 'convers', 'go', 'turn', 'sure', 'speaker', 'turn', 'sure', 'web', 'cam', 'connect', 'sure', 'click', 'answer', 'video', 'like', 'bui', 'singl', 'red', 'button', 'recommend', 'updat', 'eric', 'koslow', 'comment', 'origin', 'question', 'titl', 'softwar', 'hardwar', 'easier', 'us', 'skype', 'answer', 'necessarili', 'run', 'program', 'realis', 'skype', 'make', 'good', 'attempt', 'help', 'ensur', 'speaker', 'web', 'cam', 'work', 'help', 'sort', 'person', 'isnt', 'phobic', 'interest', 'avail', 'easier', 'm', 'look', 'singl', 'red', 'button', 'mobil', 'phone', 'video', 'mayb', 'closest', 'answer', 'far', 'prefer', 'free', 'skype']","['video', 'skype', 'software', 'rec', 'product', 'rec', 'chat']"
3934,"['look', 'altern', 'window', 'defrag', 'util']","['window', 'xp', 'altern', 'default', 'disk', 'defragment']","['windows', 'xp', 'defragment']"
3980,"['need', 'kvm', 'support', 'advanc', 'mice', 'keyboard', 'peripher']","['ve', 'number', 'kvm', 'great', 'variat', 'perform', 'mice', 'support', 'wireless', 'mice', 't', 'wors', 'mous', 'pointer', 'get', 'stuck', 'occasion', 'drive', 'mad', 'brand', 'model', 'known', 'work', 'advanc', 'wireless', 'mice', 'experi', 'peripher', 'like', 'webcam', 'storag']","['keyboard', 'mouse', 'product', 'rec', 'kvm', 'switch']"
4047,"['pro', 'con', 'gimp']","['ve', 'photoshop', 'retouch', 'photo', 'window', 'like', 'try', 'ubuntu', 's', 'm', 'wonder', 'switch', 'gimp', 'featur', 'lose', 'gain']","['adobe', 'photoshop', 'gimp']"
4048,"['certain', 'measur', 'advantag', 'ecc', 'ram', 'desktop', 'pc']","['fuss', 'lot', 'build', 'stabl', 'machin', 'absolut', 'hate', 'crash', 'reboot', 'funni', 'behaviour', 'error', 'correct', 'k', 'ecc', 'ram', 'solv', 'big', 'problem', 'memori', 'error', 'work', 'measur', 'advantag', 'e', 'g', 'crash', 'behaviour', 'asid', 'cost', 'us', 'ecc', 'memori', 'new', 'pc', 'build', 'ecc', 'featur', 'predominantli', 'avail', 'support', 'server', 'workstat', 'class', 'machin', 'consum', 'orient', 'motherboard']","['memory', 'crash', 'ecc']"
4124,"['need', 'non', 'mac', 'keyboard', 'altern', 'mac', 'user']","['m', 'macbook', 'pro', 'user', 'like', 'appl', 'product', 'gener', 'hate', 'keyboard', 'work', 'laptop', 'hour', 'dai', 'like', 'keyboard', 'mac', 'compat', 'ergonom', 'amazon', 'specif', 'mac', 'like', 'suggest', 'peopl', 'good', 'keyboard', 'mac']","['mac', 'keyboard', 'product', 'rec']"
4150,"['resourc', 'build', 'comput']","['want', 'build', 'pc', 've', 'built', 'variat', 'chipset', 'cpu', 'pin', 'bit', 'confus', 'time', 'm', 'site', 'kept', 'date', 'latest', 'hardwar', 'sai', 'cpu', 'us', 'motherboard', 'ram', 'card', 'guess', 'trawl', 'wikipedia', 'info', 's', 'design', 'site', 'exist', 'info']","['website', 'computer', 'building']"
4184,"['fontexplor', 'like', 'applic', 'window']","['anybodi', 'font', 'browser', 'solut', 'great', 'fontexplor', 'mac', 'window']","['windows', 'software', 'rec', 'fonts']"
4287,"['window', 'featur', 'previou', 'version']","['thing', 'window', 'couldn', 't', 'previou', 'version', 'window', 't', 'limit', 'answer', 'singl', 'featur', 'want', 'learn', 'possibl']","['windows', 'windows']"
4316,"['automat', 'song', 'meta', 'data', 'os', 'x']","['mp', 's', 'miss', 'meta', 'data', 'album', 'genr', 'year', 'releas', 'lyric', 'album', 'art', 'itun', 'apart', 'album', 'art', 'somtim', 'rd', 'parti', 'applic', 'scan', 'librari', 'miss', 'meta', 'data']","['macos', 'itunes', 'metadata']"
4387,"['dvd', 'ripper', 'window']","['look', 'good', 'dvd', 'ripper', 'softwar', 'window', 'look', 'easili', 'rip', 'raw', 'bit', 'dvd', 'hard', 'drive', 'loss', 'qualiti', 'look', 'easili', 'copi', 'vob', 'file', 'server', 'locat', 'us', 'window', 'media', 'center', 'dvd', 'librari', 'featur']","['windows', 'software', 'rec', 'dvd', 'ripping']"
4425,"['look', 'air', 'hd', 'tuner', 'compat', 'window', 'media', 'center']","['air', 'hd', 'signal', 'best', 'tv', 'tuner', 'us', 'window', 'media', 'center']","['windows', 'media', 'center', 'product', 'rec', 'tuner', 'card']"
4434,"['window', 'rc', 'backup', 'fail', 'critic', 'bitlock', 'file', 'miss', 'corrupt']","['m', 'get', 'error', 'dialog', 'try', 'idea', 'window', 'titl', 'window', 'backup', 'troubleshoot', 'option', 'main', 'instruct', 'check', 'backup', 'content', 'window', 'backup', 'fail', 'determin', 'librari', 'locat', 'user', 'includ', 'backup', 'detail', 'bitlock', 'drive', 'encrypt', 'critic', 'bitlock', 'file', 'miss', 'corrupt', 'us', 'window', 'startup', 'repair', 'restor', 'file', 'error', 'code', 'x']","['windows', 'windows', 'backup']"
4456,"['softwar', 'version', 'window', 'media', 'center', 'extend']","['look', 'window', 'mac', 'version', 'window', 'media', 'center', 'extend', 'happen', 'softsl']","['windows', 'media', 'center', 'media', 'center', 'extender']"
4495,"['look', 'free', 'bootload']","['ve', 'heard', 'recommend', 'peopl', 'simpli', 'have', 'bootload', 'easier', 'add', 'remov', 'oper', 'system', 'best', 'prefer', 'free']","['operating', 'systems', 'bootloader']"
4525,"['old', 'kb', 'articl', 'msdn']","['microsoft', 'remov', 'kb', 'articl', 'old', 'frustrat', 'come', 'page', 'kb', 'articl', 'know', 'exist', 'bookmark', 'remov', 'microsoft', 'complet', 'hidden']",['documentation']
4904,"['select', 'rout', 'network', 'traffic', 'vpn', 'mac', 'os', 'x', 'leopard']","['t', 'want', 'send', 'network', 'traffic', 'vpn', 'm', 'connect', 'compani', 's', 'network', 'vpn', 'home', 'exampl', 'm', 'work', 'home', 'like', 'abl', 'backup', 'file', 'time', 'capsul', 'home', 'abl', 'access', 'compani', 's', 'intern', 'network', 'm', 'leopard', 's', 'built', 'vpn', 'client', 've', 'tri', 'uncheck', 'send', 'traffic', 'vpn', 'connect', 'lose', 'access', 'compani', 's', 'intern', 'websit', 'curl', 'web', 'browser', 'intern', 'ip', 'reachabl', 'd', 'ideal', 'select', 'choos', 'set', 'ip', 'domain', 'rout', 'vpn', 'rest', 'network', 'achiev', 'leopard', 's', 'built', 'vpn', 'client']","['macos', 'mac', 'networking', 'vpn', 'osx', 'leopard']"
4980,"['prevent', 'dusti']","['best', 'tip', 'trick', 'keep', 'get', 'dusti', 'us', 'fan', 'especi', 'dust', 'work', 'clean', 'obsess', 'prevent', 'dust', 'come', 'close', 'need', 'help', 'furnitur', 'server', 'floor', 'apart', 'collect', 'lot', 'dust']",['cleaning']
5043,"['convert', 'powerpoint', 'present', 'video', 'file', 'avi', 'wmv']","['tool', 'convert', 'powerpoint', 'present', 'video', 'format', 'free', 'beer', 'speech', 'prefer', 'time', 'thing']","['video', 'conversion', 'microsoft', 'powerpoint', 'avi', 'wmv']"
5065,"['window', 'softwar', 'recommend', 'edit', 'mp', 'id', 'tag']","['softwar', 'recommend', 'edit', 'mp', 'id', 'tag', 'os', 'window', 'xp']","['windows', 'mp', 'id', 'tags']"
5104,"['thing', 'consid', 'go', 'window', 'linux']","['go', 'linux', 'window', 'advantag', 'disadvantag', 'thing', 'window', 'difficult', 'linux', 'vice', 'versa', 'thing', 'consid', 'go', 'window', 'linux', 'pro', 'con', 'window', 'linux', 't', 'want', 'window', 'linux', 'war', 'object', 'window', 'linux', 'pro', 'con', 'instanc', 'linux', 'free', 'upgrad', 'window', 'softwar']","['linux', 'windows']"
5230,"['statu', 'mesh', 'network']","['hardwar', 'cheaper', 'wifi', 'connect', 'pervas', 'won', 't', 'time', 'mesh', 'network', 'privat', 'citizen', 'start', 'pop', 'like', 'mushroom', 'isol', 'internet', 'gatewai', 'state', 'art', 'person', 'wifi', 'network', 'built', 'privat', 'citizen', 'term', 'technolog', 'effect', 'actual', 'deploy', 'tool', 'hardwar', 'softwar', 'dedic', 'purpos']","['networking', 'wireless', 'networking']"
5287,"['command', 'line', 'video', 'convers', 'tool']","['m', 'look', 'develop', 'video', 'content', 'platform', 'includ', 'better', 'wai', 'user', 'upload', 'video', 'content', 'dvd', 'flash', 'video', 'dxid', 'wmv', 'automat', 'convert', 'moment', 'mp', 'h', 'us', 'site', 'cm', 'im', 'basic', 'ask', 'best', 'cli', 'tool']","['linux', 'video', 'conversion', 'media']"
5298,"['window', 'firewal', 'block', 'program', 'interact']","['m', 'set', 'window', 'machin', 'friend', 'want', 'instal', 'free', 'firewal', 'trick', 'need', 'firewal', 'interact', 'program', 'request', 'firewal', 'give', 'alert', 'chanc', 'block', 'extern', 'connect', 'given', 'program', 'rememb', 'choic', 'time', 'window', 'firewal', 'grant', 'access', 'program', 'willi', 'nilli', 'incred', 'frustrat', 'know', 'program', 'window', 'vista']","['windows', 'vista', 'firewall']"
5363,"['autom', 'bulk', 'screencap', 'video']","['suggest', 'program', 'creat', 'screencap', 'larg', 'number', 'video', 'file']","['video', 'automation']"
5390,"['control', 'devic', 'media', 'center']","['process', 'decid', 'choos', 'control', 'media', 'center', 'seen', 'question', '_best', 'keyboard', 'built', 'point', 'devic', 'media', 'center', 'mac_', 't', 'answer', 'mac', 'titl', 'look', 'like', 'keyboard', 'track', 'devic', 'altern', 'recommend']","['keyboard', 'product', 'rec', 'htpc', 'media', 'center']"
5414,"['hard', 'drive', 'imag', 'softwar', 'window', 'free', 'open', 'sourc']","['ve', 'o', 'o', 'diskimag', 'impress', 'good', 'altern', 'free', 'open', 'sourc']","['hard', 'drive', 'backup', 'disk', 'image']"
5631,"['possibl', 'googl', 'search', 'ban', 'result', 'domain']","['possibl', 'configur', 'googl', 'perman', 'ban', 'search', 'result', 'domain', 'know', 'go', 'happi', 'cooki', 'session', 'base', 'mayb', 'e', 'g', 'want', 'ban', 'perman', 'forev', 'result', 'expert', 'exchang', 'com', 'time', 'click', 'result', 'page', 'want', 'scream', 'updat', 'googl', 'releas', 'chrome', 'extens', 'allow', 'user', 'block', 'individu', 'site', 'googl', 'search', 'result', 'person', 'blocklist', 'googl', '_', 'question', 'close', 'answer', '_', 'enter', 'imag', 'descript', 'http', 'stack', 'imgur', 'com', 'tuzwv', 'png']","['google', 'search']"
5649,"['free', 'html', 'imag', 'map', 'editor', 'window']","['anybodi', 'know', 'free', 'tool', 'creat', 'html', 'imag', 'map', 'googl', 'tool', 'pai']","['html', 'imagemap']"
5774,"['multi', 'client', 'im', 'client', 'support', 'skype', 'chat']","['best', 'run', 'have', 'skype', 'instal', 'creatur', 'exist']",['skype']
5789,"['free', 'partit', 'migrat', 'tool']","['m', 'look', 'free', 'tool', 'singl', 'partit', 'drive', 'tool', 'like', 'hdclone', 'clonezilla', 'want', 'clone', 'entir', 'hard', 'drive', 'partit', 'tool', 't', 'cost', 'monei']","['hard', 'drive', 'partitioning', 'software', 'rec', 'clone', 'migration']"
5886,"['compress', 'rar', 'vs', 'zip']","['lot', 'peopl', 'compress', 'file', 'rar', 'send', 'compress', 'file', 'rar', 'zip', 'standard', 'work', 'platform', 'window', 'user', 'zip', 'includ', 'linux', 'user', 'troubl', 'file', 'format', 'test', 'ago', 'show', 'rar', 'compress', 'better', 'kilobyt', 'us', 'non', 'free', 'program', 'zip', 'work', 'comput', 'free', 'peopl', 'us', 'rar', 'zip', 'compress']","['compression', 'zip', 'archiving', 'rar']"
5951,"['email', 'notif', 'trai', 'icon', 'specif', 'imap', 'folder']","['run', 'linux', 'excel', 'mail', 'notif', 'applic', 'monitor', 'mailbox', 'm', 'look', 'similar', 'window', 'have', 'troubl', 'find', 'notifi', 'new', 'mail', 'bunch', 'featur', 'like', 'repli', 'email', 't', 'need', 'thing', 'look', 'abil', 'configur', 'alert', 'specif', 'imap', 'folder', 'notifi', 'new', 'mail', 'folder', 'folder', 'b', 'current', 'littl', 'app', 'wrote', 'm', 'hope', 's', 'littl', 'polish']","['email', 'notifications']"
6033,"['simpl', 'small', 'nice', 'rsi', 'watcher', 'window']","['like', 'know', 'tool', 'enforc', 'regular', 'break', 'type', 'avoid', 'wrist', 'pain', 'prefer', 'simplic', 'unobtrus', 'break', 'time', 'come', 'small', 'resourc', 'footprint', 'possibl', 'non', 'ugli']","['windows', 'software', 'rec', 'ergonomics']"
6107,"['option', 'multi', 'terabyt', 'home', 'na']","['ve', 'got', 'alot', 'dvd', 'slowli', 'rip', 'encod', 'tag', 've', 'nearli', 'fill', 'wd', 'mybook', 'tb', 'm', 'estim', 've', 'got', 'tb', 'complet', 'current', 'collect', 've', 'spent', 'alot', 'time', 'file', 'peril', 'recent', 'struck', 'home', 'second', 'gb', 'mybook', 'essenti', 'scratch', 'drive', 'rip', 'raw', 'video_t', 'folder', 'encod', 'fail', 'spectacularli', 'week', 'ago', 've', 'convinc', 'wife', 'need', 'redund', 's', 'agre', 'bless', 'heart', 'option', 'd', 'like', 'tb', 'rang', 'room', 'expand', 'build', 'machin', 'bui', 'shelf', 'na', 'good', 'brand', 'm', 'worri', 'write', 'perform', 'll', 'rip', 'faster', 'drive', 'copi', 'read', 'perform', 'pretti', 'decent', 'stream', 'video', 'hiccup', 'sake', 'argument', 'let', 's', 'assum', 'budget']","['home', 'networking', 'raid', 'nas', 'media', 'center']"
6165,"['free', 'video', 'convers', 'softwar', 'support', 'widescreen', 'format']","['good', 'video', 'convers', 'softwar', 'window', 'support', 'widescreen', 'format', 'thing', 'tri', 'download', 'com', 't', 'support', 'widescreen', 'creat', 'black', 'bar', 'like', 'av', 'video', 'convert', 'isn', 't', 'free', 'good', 'free']","['video', 'software', 'rec', 'conversion', 'widescreen', 'hdvideo']"
6199,"['s', 'wrong', 'close', 'applic', 'window', 'mobil']","['far', 'tell', 'annoi', 'crap', 'peopl', '_do', 'notice_', 'max', 'give', 'real', 'benefit', 'peopl', '_don', 't', 'notice_', 'microsoft', 'decid', 'x', 'window', 'mobil', 'ce', '_close_', '_hide_', 'applic', 'clutter', 'memori', 'wm', 'want', 'control', 'panel', 'memori', 'want', 'shut', 'app', 'pretti', 'wm', 'applic', 've', 'seen', '_not_', 'come', 'microsoft', 'quit', 'menu', 'choic', 'number', 'task', 'manag', '_let', 'quit', 'programs_', 'larger', 'count', 'email', 'african', 'bank', 'manag', 'want', 'care', 'million', 'buck', 'belong', 'deceas', 'custom', 'their', 'new', 'htc', 'come', 'close', 'abl', 'closeabl', 'task', 'manag', 'pre', 'instal', 'todai', 'word', 'mobil', 'want', 'hide', 'close', 't', 'want', 's', 'm', 'hit', 'answer', 'want', 'know', 'world', 'reason', 'decis', 'stick']","['windows', 'mobile']"
6354,"['document', 'file', 'format', 'univers', 'adopt']","['t', 'want', 'assum', 'word', 'instal', 'machin', 'best', 'file', 'format', 'read', 'document', 'file', 'on', 'think', 'rich', 'text', 'format', 'open', 'document', 'format', 'portabl', 'document', 'format', 'plaint', 'text', 'exampl', 'best', 'file', 'format', 'write', 'resum', 've', 'actual', 'written', 'xhtml', 'place', 'simpli', 'demand', 'doc', 'file']","['documents', 'file', 'format']"
6357,"['recommend', 'good', 'cost', 'benefit', 'vga', 'window', 'areo']","['want', 'bui', 'pci', 'express', 'card', 'pc', 'window', 'experi', 'score', 'good', 'onboard', 'vga', 'got', 'vista', 'experi', 'aero', 've', 'look', 'list', 'o', 'video', 'card', 's', 'enorm', 'great', 'price', 'variat', 'model', 'like', 'good', 'car', 'aero', 'effect', 'like', 'transpar', 'window']","['hardware', 'rec', 'aero', 'pci', 'express', 'windows', 'experience', 'index']"
6372,"['video', 'card', 'multipl', 'monitor']","['commom', 'scenario', 'multipl', 'monitor', 'video', 'card', 'video', 'out', 'pci', 'express', 'video', 'card', 'pci', 'video', 'card', 'video', 'card', 'good', 'price', 'situat']","['hardware', 'rec', 'graphics', 'card', 'vga']"
6498,"['desktop', 'keyboard', 'scroll', 'ball']","['decent', 'desktop', 'keyboard', 'mous', 'scroll', 'ball', 'extrem', 'annoi', 'move', 'keyboard', 'mous', 'current', 'mous', 'give', 'rsi', 'want', 'desktop', 'keyboard', 'like', 'enter', 'imag', 'descript', 'http', 'stack', 'imgur', 'com', 'zc', 'j', 'jpg', 'ideal', 'like', 'j', 'kei', 'scroll', 'ball', 'scroll', 'mode', 'm', 'happi', 'settl', 'scroll', 'ball', 'guess']","['keyboard', 'mouse', 'product', 'rec']"
6538,"['run', 'mac', 'os', 'x', 'window', 'virtual', 'pc']","['short', 'answer', 't', 'popular', 'question', 'instal', 'run', 'mac', 'os', 'x', 'virtual', 'window', 'question', 'answer', 'reason', 't', 'tip', 'contradict', 'post', 'actual', 'allow', 'instal', 'run', 'mac', 'osx', 'window', 'virtual', 'pc', 'post', 'thank']","['windows', 'macos', 'virtualization', 'microsoft', 'virtual', 'pc']"
6554,"['look', 'free', 'mac', 'softwar', 'produc', 'dvd', 's', 'subtitl']","['movi', 'avi', 'format', 'creat', 'subtitl', 'like', 'creat', 'dvd', 'reproduc', 'regular', 'dvd', 'player', 'idea']","['macos', 'dvd', 'burning', 'subtitles']"
6557,"['s', 'fastest', 'wai', 'transfer', 'file', 'comput']","['let', 's', 'gb', 'data', 'transfer', 's', 'fastest', 'method', 'transfer', 'file', 'network', 'transfer', 'dvd', 'record', 'copi', 'pen', 'drive', 'remov', 'hd', 'place', 'secondari', 'pc', 'copi', 'past', 'file', 'suggest']","['networking', 'performance', 'media', 'file', 'transfer']"
6583,"['iphon', 's', 'audio', 'plai', 'bluetooth', 'stop', 'displai', 'turn']","['ve', 'pair', 'bluetooth', 'headset', 'iphon', 'try', 'listen', 'music', 'bluetooth', 'displai', 'audio', 'stop', 'displai', 'goe', 'time', 'make', 'bluetooth', 'stereo', 'audio', 'phone', 'pretti', 'useless', 'm', 'run', 'iphon', 'os', 'ad', 'featur', 've', 'tri', 'plantron', 'jabra', 'stereo', 'bluetooth', 'headset', 'doubt', 's', 'headset']","['iphone', 'audio', 'bluetooth']"
6736,"['access', 'hulu', 'youtub', 'outsid', 'usa']","['possibl', 'duplic', 'ip', 'address', 'appear', 'countri', 'peopl', 'outsid', 'usa', 'rought', 'time', 'see', 'hulu', 'youtub', 'video', 'proxi', 'us', 'kind', 'block', 'site', 'moder', 'note', 'superus', 'com', 'endors', 'defend', 'activ', 'circumv', 'local', 'state', 'nation', 'law']","['video', 'proxy']"
6756,"['applic', 'gener', 'human', 'friendli', 'secur', 'password']","['m', 'keepass', 'store', 'password', 'site', 'vulner', 'think', 'us', 'password', 'multipl', 'site', 'especi', 'short', 'revers', 'rainbow', 'tabl', 'm', 'look', 'wai', 'creat', 'good', 'remember', 'memoabl', 's', 'word', 'password', 'us', 'keepass', 'purpos', 't', 'want', 'password', 'store', 'head', 'like', 'internet', 'bank', 'know', 'good', 'gener', 't', 'necessarili', 'easi', 'rememb', 'mental', 'long', 'gener', 'fluentli', 'written', 'keyboard', 'easi', 'learn']","['security', 'passwords', 'password', 'generation']"
6831,"['remov', 'default', 'mac', 'os', 'x', 'instal']","['default', 'mac', 'os', 'x', 'instal', 'like', 'remov', 'perform', 'clutter', 'non', 'us', 'reason', 'custom', 'instal', 'extra', 'print', 'driver', 'languag', 'support', 'default', 'mac', 'os', 'x', 'instal', 'pretti', 'clean', 'cut']",['macos']
7006,"['open', 'offic', 'tutori']","['ve', 'teach', 'open', 'offic', 'suit', 'adult', 've', 'tutori', 'onlin', 't', 'like', 'possibl', 'instead', 'translat', 'good', 'tutori', 'portugues', 'languag', 'know', 'good', 'open', 'offic', 'tutori', 'thank']","['openoffice', 'documentation']"
7029,"['good', 'exchang', 'client', 'replac', 'outlook']","['lightweight', 'desktop', 'applic', 'connect', 'exchang', 'server', 'mail', 'ideal', 'app', 'free', 'look', 'replac', 'outlook', 'load', 'quicker', 'take', 'memori']","['windows', 'microsoft', 'outlook', 'exchange']"
7423,"['equival', 'time', 'machin', 'exist', 'window']","['simpl', 'googl', 'search', 'time', 'machin', 'window', 'result', 'flurri', 'differ', 'littl', 'app', 'instead', 'reli', 'forum', 'anecdot', 'advertis', 'wiser', 'super', 'user', 'beta', 'commun', 'depth', 'have', 'time', 'machin', 'run', 'leopard', 'like', 'warm', 'fuzzi', 'blanket', 'comfort', 'got', 'raid', 'rsync', 'synctoi', 'window', 'm', 'ask', 'commun', 'best', 'backup', 'softwar', 'window', 'instead', 'true', 'time', 'machin', 'clone', 'window', 'includ', 'follow', 'possibl', 'complet', 'transpar', 'set', 'forget', 'backup', 'increment', 'backup', 'chang', 'hour', 'dai', 'dai', 'month', 'week', 'backup', 'disk', 'abil', 'rebuild', 'backup', 'disk', 'case', 'main', 'drive', 'meltdown', 'backup', 't', 'bootabl', 'time', 'machin', 'disk', 'extrem', 'easi', 'us', 'ui', 'target', 'user', 'novic', 'bonu', 'point', 'beauti', 'ui', 'origin', 'ask', 'question', 'consider', 'window', 'registri', 'equival', 'mac', 'os', 'x', 'unix', 'pose', 'signific', 'obstacl', 'time', 'machin', 'like', 'function', 'true', 'replac', 'window', 'need', 'abl', 'seamlessli', 'rebuild', 'user', 's', 'desktop', 'appear', 'set', 'applic', 'data', 'replac', 'drive', 'equal', 'greater', 'size', 'brand', 'new', 'machin', 'upgrad', 'version', 'os', 'need', 'updat', 'file', 'path', 'tweak', 'irreplac', 'attract', 'time', 'machin']","['windows', 'xp', 'backup', 'time', 'machine', 'windows', 'backup']"
7425,"['good', 'altern', 'publish', 'desktop', 'publish']","['occas', 'need', 'design', 'flyer', 'small', 'newslett', 'tri', 'fold', 'brochur', 'print', 'document', 'busi', 'civic', 'group', 'volunt', 'past', 'access', 'microsoft', 'publish', 'creat', 'thing', 'wonder', 'better', 'desktop', 'publish', 'packag', 'small', 'busi', 'person', 'market']","['publishing', 'microsoft', 'publisher']"
7477,"['indispens', 'recoveri', 'applic', 'toolbox']","['possibl', 'duplic', 'essenti', 'tool', 'handi', 'attempt', 'fix', 's', 'pc', 'tool', 'softwar', 'hardwar', 'indispens', 'recov', 'fail', 'pc', 'past', 'save', 'bacon', 'd', 'like', 'know', 'add', 'arsen', 'spinrit', 'ultim', 'bootcd']","['partition', 'recovery', 'file', 'recovery', 'system', 'recovery']"
7525,"['instal', 'cisco', 'vpn', 'client', 'ubuntu']","['ve', 'googl', 'client', 'guid', 'instal', 'client', 'littl', 'success', 'instal', 'cisco', 'vpn', 'client', 'linux', 'ubuntu', 'state', 'cisco', 'vpn', 'support', 'import', 'pcf', 'file', 'error', 'valid', 'vpn', 'secret']","['linux', 'ubuntu', 'vpn']"
7560,"['password', 'manag', 'solut', 'symbian', 'base', 'phone', 'linux', 'machin', 'window', 'import', 'nice']","['current', 'us', 'keepassx', 'manag', 'password', 'linux', 'xubuntu', 'machin', 's', 'nice', 'password', 'encrypt', 'd', 'like', 'abl', 'tell', 'password', 'm', 'run', 'm', 'look', 'solut', 'synchron', 'phone', 'nokia', 'n', 'symbian', 'os', 'v', 'base', 'phone', 's', 'rd', 'edit', 'platform', 'featur', 'pack', 'like', 'open', 'sourc', 'solut', 's', 'possibl', 'case', 'isn', 't', 'wouldn', 't', 'mind', 'pai', 'good', 'solut', 'window', 'ad', 'synchron', 'mix', 's', 'nice', 's', 'absolut', 'primari', 'requir', 't', 'run', 'window']","['linux', 'passwords', 'mobile', 'phone', 'password', 'management', 'symbian']"
7667,"['good', 'powershel', 'guid', 'get', 'start', 'advanc', 'usag']","['good', 'tutori', 'get', 'start', 'guid', 'microsoft', 's', 'powershel', 'm', 'long', 'time', 'linux', 'unix', 'user', 'familiar', 'script', 'languag', 'command', 'line', 'usag', 'bash', 'ksh', 'zsh', 'm', 'intermedi', 'rubi', 'programm', 'tool', 'command', 'line', 'file', 'manag', 'autom', 'task', 'love', 'powershel', 'bash', 'expert', 'guid', 'thing', 'exist', 'level']","['windows', 'command', 'line', 'automation', 'powershell', 'script']"
7793,"['recommend', 'simpl', 'japanes', 'word', 'processor']","['think', 'know', 'problem', 'rel', 'weirdest', 'time', '_comput', 'problem_', '_oh', 'noes_', 'recent', 'aunt', 'law', 'start', 'serious', 'us', 'write', 'long', 'essai', 'articl', 's', 'continu', 'stump', 'word', 's', 'cr', 'p', 'us', 'continu', 'accident', 'invok', 'run', 'thought', 'word', 'half', 'wai', 'decent', 'applic', 'rare', 'us', 'get', 'kind', 'problem', 'm', 'start', 'think', 's', 'possibl', 'worst', 'word', 'processor', 'm', 'look', 'nice', 'simpl', 'clean', 'word', 'processor', 'instal', 'replac', 'requir', 'need', 'japanes', 'ui', 'avail', 'need', 'featur', 'particular', 'japanes', 'text', 'actual', 'think', 's', 'easi', 'best', 'word', 'page', 'need', 'lai', 'outabl', 'charact', 'column', 'row', 'count', 'vertic', 'input', 'nice', 'rubi', 'support', 'nice', 'need', 'run', 'window', 'xp', 'addendum', 's', 'awesom', 'japanes', 'linux', 'word', 'processor', 'd', 'probabl', 'happi', 'replac', 'xp', 'instal', 'think', 'recent', 'version', 'word', 'ribbon', 'ui', 'good', 'start', 'm', 'look', '_less_', 't', 'button', 'suggest', 'welcom', 'updat', 'clear', 'ye', 'intend', 'japanes', 'person', 'japanes', 'person', 'old', 'ladi', 's', 'alert', 'bare', 'know', 'comput', 'interfac', 'need', 'dead', 'simpl', 'technic', 'jargon', 'meta', 'function', 'e', 'g', 'macro', 'latex', 'gui', 'abstract', 'templat', 'good', 'unnecessari', 'manag', 'invok', 'record', 'macro', 'mode', 'unabl', 'click', 'text', 'idea', 'mode', 'stupid', 'offic', 'assist', 'pop', 'modal', 'messag', 'need', 'confirm', 'ignor', 't', 'know', 't', 'interact', 'applic', 'window', 'longer', 'm', 'look', 'app', 'awai', 'crap', 'offer', 'minim', 'blank', 'space', 'write', 'offer', 'featur', 'need', '_you', 'd', 'think', 'shouldn', 't', 'hard', '_']","['software', 'rec', 'microsoft', 'word', 'word', 'processing']"
7797,"['hd', 'monitor', 'tv', 'wii', 'ps']","['m', 'bui', 'hd', 'monitor', 'mayb', 'graphic', 'card', 'mayb', 'graphic', 'card', 'on', 'tv', 'input', 'allow', 'connect', 'peripher', 'us', 'monitor', 'tv', 'receiv', 'input', 'wii', 'ps']","['display', 'graphics', 'card']"
7808,"['appfresh', 'like', 'softwar', 'window']","['appfresh', 'us', 'program', 'mac', 'os', 'x', 'scan', 'applic', 'onlin', 'check', 'avail', 'updat', 'alt', 'text', 'http', 'stack', 'imgur', 'com', 'ccxj', 'jpg', 'similar', 'softwar', 'window']","['windows', 'updates']"
7868,"['read', 'os', 'x', 'partit', 'window']","['instal', 'window', 'macbook', 'boot', 'camp', 'experi', 'quiet', 'see', 'access', 'music', 'resid', 'os', 'x', 'partit', 'softwar', 'allow', 'read', 'mayb', 'write', 'os', 'x', 'file', 'system', 'free', 'proffer', 'long', 'isn', 't', 'expens', 'fork', 'coupl', 'buck', 'bui', 'qualiti', 'softwar', 'good', 'partit', 'partit', 'navig', 'explor', 'softwar']","['windows', 'macos', 'mac', 'filesystems', 'hfs']"
7873,"['good', 'extern', 'trackpad', 'mac']","['get', 'laptop', 'stand', 'macbook', 'pro', 'help', 'ergonom', 'desk', 'get', 'extern', 'keyboard', 'isn', 't', 'concern', 'accustom', 'trackpad', 'gestur', 'instead', 'mous', 'qualiti', 'extern', 'trackpad', 'work', 'mac', 'gestur', 'googl', 'turn', 't', 'appear', 'support', 'multitouch']","['mac', 'touchpad', 'ergonomics']"
7964,"['gb', 'ram']","['possibl', 'duplic', 'window', 'gb', 'gb', 'ram', 'time', 'gb', 'sdram', 'instal', 'check', 'bio', 'show', 'gb', 'window', 'xp', 'show', 'gb', 'gb', 'ram', 'window', 'stupid', 'like']","['windows', 'memory', 'bios']"
