DuplicateQuesId,DuplicateQuesTitle,DuplicateQuesBody,DuplicateQuesTags
619697,"['ffmpeg', 'lossi', 'compress', 'problem']","['m', 'try', 'compress', 'larg', 'video', 'upload', 'vimeo', 'preserv', 'weekli', 'limit', 'command', 'us', 'tri', 'reduc', 'imag', 'qualiti', 'result', 'video', 'crash', 'vlc', 'simpli', 'plai', 'player', 'code', 've', 'includ', 'compress', 'ffmpeg', 'test', 'mp', 'vcodec', 'libx', 'crf', 'test', 'mp', 'convert', 'mov', 'mp', 'compress', 'ffmpeg', 'test', 'mov', 'qscale', 'video', 'mp', 'idea', 'happen', 'm', 'work', 'osx', 'bash', 'mountain', 'lion', 'case', 'result', 'report', 'unknown', 'c', 'd', 'e', 'e', 'fc', 'birthday_int', 'robinedward', 'ffmpeg', 'test', 'mov', 'q', 'v', 'video', 'mp', 'ffmpeg', 'version', 'copyright', 'c', 'ffmpeg', 'develop', 'built', 'appl', 'llvm', 'version', 'clang', 'base', 'llvm', 'svn', 'configur', 'prefix', 'usr', 'local', 'cellar', 'ffmpeg', 'enabl', 'share', 'enabl', 'pthread', 'enabl', 'gpl', 'enabl', 'version', 'enabl', 'nonfre', 'enabl', 'hardcod', 'tabl', 'enabl', 'avresampl', 'cc', 'cc', 'host', 'cflag', 'host', 'ldflag', 'enabl', 'libx', 'enabl', 'libfaac', 'enabl', 'libmp', 'lame', 'enabl', 'libxvid', 'libavutil', 'libavcodec', 'libavformat', 'libavdevic', 'libavfilt', 'libswscal', 'libswresampl', 'libpostproc', 'input', 'mov', 'mp', 'm', 'gp', 'g', 'mj', 'test', 'mov', 'metadata', 'major_brand', 'qt', 'minor_vers', 'compatible_brand', 'qt', 'creation_tim', 'durat', 'start', 'bitrat', 'kb', 's', 'stream', 'eng', 'video', 'png', 'png', 'x', 'e', 'rgb', 'x', 'kb', 's', 'fp', 'tbr', 'k', 'tbn', 'k', 'tbc', 'metadata', 'creation_tim', 'handler_nam', 'appl', 'alia', 'data', 'handler', 'file', 'video', 'mp', 'exist', 'overwrit', 'y', 'n', 'y', 'cpu', 'capabl', 'mmx', 'sse', 'fast', 'ssse', 'fastshuffl', 'sse', 'avx', 'libx', 'x', 'fb', 'b', 'ec', 'profil', 'high', 'predict', 'level', 'bit', 'libx', 'x', 'fb', 'b', 'ec', 'core', 'h', 'mpeg', 'avc', 'codec', 'copyleft', 'http', 'www', 'videolan', 'org', 'x', 'html', 'option', 'cabac', 'ref', 'deblock', 'analys', 'x', 'x', 'hex', 'subm', 'psy', 'psy_rd', 'mixed_ref', 'me_rang', 'chroma_m', 'trelli', 'x', 'dct', 'cqm', 'deadzon', 'fast_pskip', 'chroma_qp_offset', 'thread', 'lookahead_thread', 'sliced_thread', 'nr', 'decim', 'interlac', 'bluray_compat', 'constrained_intra', 'bframe', 'b_pyramid', 'b_adapt', 'b_bia', 'direct', 'weightb', 'open_gop', 'weightp', 'keyint', 'keyint_min', 'scenecut', 'intra_refresh', 'rc_lookahead', 'rc', 'crf', 'mbtree', 'crf', 'qcomp', 'qpmin', 'qpmax', 'qpstep', 'ip_ratio', 'aq', 'output', 'mp', 'video', 'mp', 'metadata', 'major_brand', 'qt', 'minor_vers', 'compatible_brand', 'qt', 'encod', 'lavf', 'stream', 'eng', 'video', 'h', 'x', 'yuv', 'p', 'x', 'q', 'tbn', 'tbc', 'metadata', 'creation_tim', 'handler_nam', 'appl', 'alia', 'data', 'handler', 'stream', 'map', 'stream', 'png', 'libx', 'press', 'q', 'stop', 'help', 'frame', 'fp', 'q', 'lsize', 'kb', 'time', 'bitrat', 'kbit', 's', 'video', 'kb', 'audio', 'kb', 'subtitl', 'global', 'header', 'kb', 'mux', 'overhead', 'libx', 'x', 'fb', 'b', 'ec', 'frame', 'avg', 'qp', 'size', 'libx', 'x', 'fb', 'b', 'ec', 'frame', 'p', 'avg', 'qp', 'size', 'libx', 'x', 'fb', 'b', 'ec', 'frame', 'b', 'avg', 'qp', 'size', 'libx', 'x', 'fb', 'b', 'ec', 'consecut', 'b', 'frame', 'libx', 'x', 'fb', 'b', 'ec', 'mb', 'libx', 'x', 'fb', 'b', 'ec', 'mb', 'p', 'p', 'skip', 'libx', 'x', 'fb', 'b', 'ec', 'mb', 'b', 'b', 'direct', 'skip', 'l', 'l', 'bi', 'libx', 'x', 'fb', 'b', 'ec', 'x', 'transform', 'intra', 'inter', 'libx', 'x', 'fb', 'b', 'ec', 'code', 'y', 'u', 'v', 'intra', 'inter', 'libx', 'x', 'fb', 'b', 'ec', 'v', 'h', 'dc', 'p', 'libx', 'x', 'fb', 'b', 'ec', 'v', 'h', 'dc', 'ddl', 'ddr', 'vr', 'hd', 'vl', 'hu', 'libx', 'x', 'fb', 'b', 'ec', 'v', 'h', 'dc', 'ddl', 'ddr', 'vr', 'hd', 'vl', 'hu', 'libx', 'x', 'fb', 'b', 'ec', 'weight', 'p', 'frame', 'y', 'uv', 'libx', 'x', 'fb', 'b', 'ec', 'ref', 'p', 'l', 'libx', 'x', 'fb', 'b', 'ec', 'ref', 'b', 'l', 'libx', 'x', 'fb', 'b', 'ec', 'ref', 'b', 'l', 'libx', 'x', 'fb', 'b', 'ec', 'kb', 's']",['ffmpeg']
8248,"['visual', 'file', 'usag', 'window']","['visual', 'folder', 'file', 'take', 'space', 'hard', 'drive', 'm', 'get', 'conflict', 'report', 'size', 'hard', 'drive', 'content', 'isn', 't', 'folder', 'actual', 'space', 'need', 'know', 'file', 'folder', 'culprit', 'hidden', 'bloat', 'print', 'option', 'paper']","['windows', 'printing', 'file', 'management', 'disk', 'space', 'community', 'faq']"
8248,"['visual', 'file', 'usag', 'window']","['visual', 'folder', 'file', 'take', 'space', 'hard', 'drive', 'm', 'get', 'conflict', 'report', 'size', 'hard', 'drive', 'content', 'isn', 't', 'folder', 'actual', 'space', 'need', 'know', 'file', 'folder', 'culprit', 'hidden', 'bloat', 'print', 'option', 'paper']","['windows', 'printing', 'file', 'management', 'disk', 'space', 'community', 'faq']"
12022,"['window', 'vpn', 'rout', 'select', 'traffic', 'destin', 'network']","['want', 'us', 'window', 'vpn', 'particular', 'network', 't', 'entir', 'network', 'connect', 'e', 'g', 'instead', 'vpn', 'default', 'rout', 'rout', 'solut', 'ubuntu', 'question', 'window', 'autom', 'connect', 'vpn']","['windows', 'networking', 'vpn', 'routing']"
16207,"['file', 'window', 'folder', 'contain']","['file', 'window', 'folder', 'contain', 'question', 'ask', 'question', 'text', 'pollut', 'question', 'issu', 'rule', 'thumb', 'clear', 'question', 'file', 'window', 'folder', 'contain']","['windows', 'filesystems', 'file', 'management']"
19358,"['identifi', 'cpu', 'model']","['intel', 'xeon', 'cpu', 'ghz', 'kb', 'cach', 'size', 'wonder', 'chip', 'cach', 'machin', 'l', 'l', 'wai', 'know', 'unix', 'command']","['cache', 'xeon']"
46123,"['compar', 'differ', 'pdf', 'file', 'window']","['know', 'good', 'wai', 'compar', 'pdf', 'file', 'modif', 'm', 'look', 'window', 'softwar', 'accomplish', 'great', 'post', 'free', 'free', 'product']","['windows', 'pdf', 'file', 'comparison']"
61913,"['arrang', 'window', 'applic', 'taskbar', 'window']","['wai', 'arrang', 'window', 'applic', 'taskbar', 'window', 'right', 'freeli', 'adjust', 'applic', 's', 'posit', 'taskbar', 'app', 'window', 't', 'reorder', 'exampl', 'multipl', 'window', 'firefox', 'chrome']","['windows', 'taskbar']"
11289,"['custom', 'gvim', 'toolbar']","['d', 'like', 'remov', 'default', 'icon', 'mayb', 'add', 'icon', 'exampl', 'nice', 'icon', 'nerdtre', 'taglist']","['toolbar', 'gvim']"
27347,"['conhost', 'ex', 'process', 'show', 'task', 'manag']","['process', 'conhost', 'ex', 'start', 'show', 'window', 'search', 'googl', 't', 'reveal', 'explan', 'process', 'show', 'conhost', 'ex', 'process']","['windows', 'process', 'console']"
65524,"['synchronis', 'folder', 'real', 'time', 'window']","['want', 'synchronis', 'folder', 'real', 'time', 'window', 'basic', 'want', 'monitor', 'folder', 'synchronis', 'chang', 'new', 'file', 'chang', 'file', 'delet', 'file', 'drive', 'real', 'time', 'get', 'synchronis', 'instantli', 'chang', 'happen', 'direct', 'synchronis', 'tri', 'microsoft', 's', 'synctoi', 'sync', 'hand', 'schedul', 'satisfi', 'real', 'time', 'requir', 'achiev', 'window', 'method']","['windows', 'sync', 'real', 'time']"
11995,"['spilt', 'coffe', 'laptop']","['drop', 'half', 'latt', 'compani', 'laptop', 'sure', 'wai', 'sure', 'laptop', 'usabl', 'step', 'improv', 's', 'chanc', 'surviv']","['laptop', 'laptop', 'repair']"
60700,"['permiss', 'delet', 'file', 'window']","['updat', 'laptop', 's', 'os', 'window', 'xp', 'window', 'leftov', 'file', 'window', 'xp', 'try', 'delet', 'follow', 'error', 'need', 'permiss', 'perform', 'action', 'requir', 'permiss', 's', 'chang', 'folder', 's', 'weird', 'log', 'user', 'account', 'machin', 'administr', 'privileg', 'tri', 'turn', 'uac', 't', 'delet', 'file', 'forc', 'remov', 'file']","['windows', 'permissions']"
100360,"['remov', 'malici', 'spywar', 'malwar', 'adwar', 'virus', 'trojan', 'rootkit', 'pc']","['window', 'infect', 'viru', 'malwar', 'symptom', 'infect', 'notic', 'infect', 'rid', 'prevent', 'infect', 'malwar', 'question', 'come', 'frequent', 'suggest', 'solut', 'usual', 'commun', 'wiki', 'attempt', 'serv', 'definit', 'comprehens', 'answer', 'possibl', 'feel', 'free', 'add', 'contribut', 'edit']","['windows', 'anti', 'virus', 'virus', 'malware', 'community', 'faq']"
25680,"['measur', 'disk', 'perform']","['friend', 'ask', 'perform', 'mainten', 'oh', 'describ', 'symptom', 'point', 'perform', 'issu', 'hard', 'drive', 'want', 'object', 'confirm', 'suspicion', 'measur', 'perform', 'rpm', 'disk', 'tool', 'recommend', 'job', 'publish', 'standard', 'guidelin', 'number', 'us', 'purpos', 'compar', 'find']","['hard', 'drive', 'performance', 'benchmarking']"
104043,"['extend', 'network', 'connect', 'wireless', 'router', 'wire', 'router']","['came', 'question', 'similar', 'dont', 'xbox', 'd', 'link', 'specif', 'network', 'devic', 'd', 'link', 'figur', 'd', 'ask', 'purchas', 'd', 'link', 'dir', 'wireless', 'router', 'hope', 'extend', 'lan', 'connect', 'exist', 'd', 'link', 'dgl', 'wire', 'router', 'dont', 'know', 'word', 'correctli', 'basic', 'd', 'like', 'abl', 'connect', 'ethernet', 'cabl', 'port', 'wire', 'port', 'wireless', 'wire', 'gain', 'extra', 'wire', 'port', 'serv', 'wireless', 'hous', 'current', 'set', 'dhcp', 'server', 'network', 'iphon', 'laptop', 'imac', 'connect', 'wireless', 'desktop', 'plu', 'printer', 'wire', 'answer', 'situat', 'shall', 'delet', 'question', 'refer']","['networking', 'wireless', 'networking', 'lan']"
110031,"['faster', 'time', 'gb', 'time', 'gb', 'ram', 'dual', 'channel', 'mainboard']","['m', 'build', 'core', 'support', 'dual', 'channel', 'memori', 'gb', 'dimm', 'target', 'gb', 'perform', 'perspect', 'better', 'time', 'gb', 'time', 'gb']","['memory', 'performance']"
108186,"['assign', 'perman', 'drive', 'letter', 'remov', 'usb', 'hard', 'drive']","['script', 'expect', 'specif', 'drive', 'letter', 'hard', 'drive', 'window', 'assign', 'differ', 'drive', 'letter', 'e', 'g', 'expect', 'maxtor', 'drive', 'e', 's', 'f', 'script', 'fail', 'depend', 'order', 'drive', 'plug', 'laptop', 'window', 'assign', 'perman', 'drive', 'letter', 'drive']","['windows', 'hard', 'drive', 'usb', 'flash', 'drive', 'drive', 'letter']"
133844,"['test', 'video', 'card', 'memori']","['want', 'test', 'memori', 'video', 'card', 'vertic', 'line', 'screen', 'basic', 'troubleshoot', 'problem', 'video', 'card', 'want', 'valid', 'issu', 'video', 'card', 'test', 'memrori', 'softwar', 'nvidia', 'card', 'cuda', 'support', 'card', 'nvidia', 'geforc', 'cuda', 'support']","['memory', 'nvidia', 'geforce']"
52874,"['iex', 'default', 'x', 'window']","['t', 'think', 've', 'seen', 'answer', 'question', 'm', 'curiou', 'bit', 'os', 'instal', 'ex', 'vista', 'x', 'default', 'bit', 'version', 'drawback', 'x', 'version', 'specif']","['bit', 'internet', 'explorer']"
135214,"['cd', 'command', 'window', 'command', 'line', 't', 'navig', 'd']","['silli', 'question', 'think', 'look', 'answer', 'path', 'issu', 'open', 'command', 'line', 'type', 'c', 'cd', 'd', 'd', 'drive', 'type', 'cd', 'd', 'folder', 'command', 'ex', 'auto', 'complet', 'line', 'tab', 'kei', 'know', 'm', 't', 'print', 'screen', 'result', 'actual', 'problem', 'exist', 'network', 'drive', 'us', 'chdir', 'cd', 'command', 'like', 'chdir', 'd', 'cd', 'd', 'print', 'd', 'command', 'sai', 'm', 'c', 'feel', 'like', 'm', 'miss', 'simpl']","['windows', 'command', 'line', 'path', 'cd']"
100360,"['remov', 'malici', 'spywar', 'malwar', 'adwar', 'virus', 'trojan', 'rootkit', 'pc']","['window', 'infect', 'viru', 'malwar', 'symptom', 'infect', 'notic', 'infect', 'rid', 'prevent', 'infect', 'malwar', 'question', 'come', 'frequent', 'suggest', 'solut', 'usual', 'commun', 'wiki', 'attempt', 'serv', 'definit', 'comprehens', 'answer', 'possibl', 'feel', 'free', 'add', 'contribut', 'edit']","['windows', 'anti', 'virus', 'virus', 'malware', 'community', 'faq']"
131365,"['prevent', 'file', 'access', 'internet']","['ex', 'dll', 'file', 'belong', 'program', 'laptop', 'commun', 'internet', 'permiss', 'self', 'updat', 'gener', 'want', 'prevent', 'file', 'access', 'internet', 't', 'want', 'instal', 'extern', 'firewal', 'm', 'window', 'home', 'pro', 'window', 'firewal', 's', 'ok', 'took', 'look', 'window', 'firewal', 'couldn', 't', 'set', 'disabl', 'file', 'access']","['windows', 'internet', 'permissions', 'firewall']"
158142,"['convert', 'hex', 'base']","['recommend', 'straightforward', 'wai', 'tool', 'convert', 'hex', 'base', 'm', 'linux', 'os', 'x']","['encoding', 'base']"
196989,"['remov', 'disabl', 'eas', 'access', 'button', 'window', 'login', 'screen']","['question', 'refer', 'window', 'profession', 'bit', 'lock', 't', 'want', 'peopl', 'abl', 'mess', 'like', 'eas', 'access', 'button', 'left', 'corner', 'logon', 'screen', 'remov', 'disabl']","['windows', 'login', 'screen']"
165395,"['delet', 'invalid', 'file', 'colon', 'window']","['ve', 'got', 'larg', 'number', 'file', 'window', 'drive', 'colon', 'came', 'unpack', 'unix', 'archiv', 'try', 'delet', 'window', 'xp', 'complain', 'file', 'exist', 'refus', 'delet', 'happen', 'try', 'delet', 'renam', 'explor', 'command', 'line', 'chkdsk', 'complain', 'file', 'fix', 'problem', 'idea', 'rid']","['windows', 'windows', 'xp']"
166755,"['cryptic', 'bash', 'command', 'mean']","['read', 'ubuntu', 'forum', 's', 'warn', 'malici', 'command', 'interest', 'gem', 'warn', 'code', '_will_', 'crash', 'machin', 'strict', 'proc', 'limit', 'place', 'probabl', 't', 'prompt', 'hard', 'restart', 'consid', 'code', 'similar', 'run', 'sudo', 'rm', 'rf', 'mean', 'program', 'experi', 've', 'seen', 'command', 'cryptic', 's', 'assembl', 'languag']",['bash']
189194,"['window', 'hotkei', 'minimis', 'singl', 'current', 'activ', 'window']","['window', 'vista', 'm', 'familiar', 'window', 'kei', 'http', 'stack', 'imgur', 'com', 'b', 'zit', 'png', 'win', 'd', 'desktop', 'want', 'minimis', 'window', 'activ', 'lot', 'hotkei', 'us', 'minimis', 'current', 'activ', 'window']","['windows', 'vista', 'hotkeys']"
204925,"['excel', 'subset', 'number', 'add', 'given', 'total']","['column', 'number', 'let', 's', 'need', 'subset', 'sum', 'certain', 'total']","['microsoft', 'excel', 'microsoft', 'office', 'microsoft', 'excel']"
197550,"['firefox', 'download', 'differ', 'file', 'type', 'differ', 'locat']","['download', 'music', 'set', 'download', 'locat', 'music', 'folder', 'place', 'time', 'download', 'doc', 'file', 'pdf', 'file', 'remov', 'wai', 'firefox', 'chang', 'download', 'folder', 'base', 'file', 'extens', 'll', 'settl', 'non', 'mp', 'file', 'get', 'save', 'desktop', 'know', 'right', 'click', 'choos', 'save', 'link', 'pick', 'download', 'locat', 'like', 'better', 'wai']","['firefox', 'download']"
237560,"['wai', 'set', 'default', 'view', 'word', 'restart']","['time', 'open', 'document', 'word', 'word', 'wide', 'screen', 'displai', 'page', 'view', 'actual', 'annoi', 'like', 'word', 'displai', 'page', 'view', 'prefer', 'specif', 'zoom', 'factor', 'default', 'displai', 'page', 'view', 'wai', 'achiev', 'version', 'accept', 'solut', 'includ', 'write', 'macro', 'rd', 'parti', 'util']","['microsoft', 'word', 'microsoft', 'word', 'microsoft', 'word']"
214004,"['add', 'user', 'group', 'mac', 'os', 'x', 'command', 'line']","['try', 'add', 'user', 'group', 'command', 'line', 't', 'figur', 'specif', 'mac', 'os', 'x', 'server', 'version', 'user', 'john', 'group', 'admin', 'wheel']","['macos', 'mac', 'command', 'line', 'osx', 'leopard']"
256722,"['convert', 'router', 'switch']","['coupl', 'modem', 'router', 'came', 'isp', 'servic', 'longer', 'moment', 'current', 'isp', 's', 'router', 'run', 'wireless', 'network', 'wire', 'portion', 'coupl', 'room', 'room', 'switch', 'connect', 'comput', 'cabl', 'come', 'router', 'room', 'coupl', 'cabl', 'actual', 'split', 'need', 'addit', 'wire', 'connect', 'convert', 'exist', 'router', 'behav', 'switch', 't', 'want', 'router', 'control', 'subnet', 'give', 'ip', 'devic', 'connect', 'transpar', 'network', 'addit', 'wire', 'connect', 'avail']","['networking', 'router', 'switch']"
271113,"['properli', 'secur', 'wireless', 'home', 'network']","['m', 'soon', 'go', 'set', 'wireless', 'network', 'buddi', 'hopefulli', 'make', 'secur', 'question', 'concern', 'figur', 'hand', 'steer', 'right', 'direct', 'wrt', 'ag', 'version', 'load', 'factori', 'firmwar', 've', 'heard', 's', 'possibl', 'load', 'firmwar', 'router', 'like', 'worth', 'achiev', 'wonder', 'kind', 'secur', 'us', 'wireless', 'ideal', 'want', 'devic', 'accept', 'm', 'sure', 'accomplish', 'm', 'guess', 'mac', 'address', 't', 'know', 'thing', 'great', 'encrypt', 'm', 'told', 'wpa', 'best', 'devic', 'need', 'ad', 'list', 'sort', 'abl', 'access', 'ap', 'featur', 'think', 'complet', 'hide', 'wireless', 'show', 'peopl', 's', 'possibl', 'like', 'ssid', 'broadcast', 'thing', 'worth', 'troubl', 'option', 'look', 'implement', 'bandwidth', 'calcul', 'ideal', 'router', 'measur', 'bandwidth', 'month', 'bill', 'limit', 'obvious', 'possibl', 'throttl', 'speed', 'certain', 'limit', 'reach', 'alot', 'point', 'hope', 'knowledg', 'subject', 'hand', 'pointer', 'hopefulli', 'possibl', 'm', 'dream']","['wireless', 'networking', 'security', 'home', 'networking']"
189194,"['window', 'hotkei', 'minimis', 'singl', 'current', 'activ', 'window']","['window', 'vista', 'm', 'familiar', 'window', 'kei', 'http', 'stack', 'imgur', 'com', 'b', 'zit', 'png', 'win', 'd', 'desktop', 'want', 'minimis', 'window', 'activ', 'lot', 'hotkei', 'us', 'minimis', 'current', 'activ', 'window']","['windows', 'vista', 'hotkeys']"
